potentiometer0,potentiometer1,potentiometer2,potentiometer3,potentiometer4,potentiometer5,potentiometer6,encoder0,encoder1,encoder2,encoder3,encoder4,encoder5,encoder6
0.14802490886845399,0.06239067507021101,-0.000988541611561854,-0.9182978149018588,-0.9201449372584598,-0.5942828163635445,-0.7693199904116943,0.14656202448703273,0.062252949699123775,-0.00039666474000000005,-0.9120278440067049,-0.912698551348966,-0.5770765972814892,-0.7450217157836798
0.14776024029434498,0.06252949106499006,-0.0009926612017877815,-0.9183931750138692,-0.9208022275867735,-0.5949407793783461,-0.770069799086956,0.1465774699527812,0.062252949699123775,-0.00039666474000000005,-0.9118937025382527,-0.912698551348966,-0.5770765972814892,-0.7450217157836798
0.14797197515363258,0.06246008306760076,-0.0009926612017877815,-0.9181070946778354,-0.9203327344951209,-0.5943768110799446,-0.7692262643272865,0.14659291541852965,0.062245226966249546,-0.00039666474000000005,-0.9118937025382527,-0.912698551348966,-0.5770765972814892,-0.7450217157836798
0.14797197515363258,0.062286563074126944,-0.001005019972465564,-0.9180117345658241,-0.9211778220600966,-0.5950347740947457,-0.7701635251713639,0.14658519268565542,0.062237504233375325,-0.00039666474000000005,-0.9118937025382527,-0.912698551348966,-0.5770765972814892,-0.7450217157836798
0.14786610772398867,0.0624947870662953,-0.0009926612017877815,-0.9182024547898475,-0.920896126205105,-0.5951287688111462,-0.7701635251713639,0.1465774699527812,0.062237504233375325,-0.00039666474000000005,-0.9118937025382527,-0.912698551348966,-0.5769424558130369,-0.7450217157836798
0.14802490886845399,0.06242537906890577,-0.000988541611561854,-0.9182024547898475,-0.9213656192967576,-0.5955047476767468,-0.7703509773401791,0.1465774699527812,0.062237504233375325,-0.00039666474000000005,-0.9117595610698005,-0.912698551348966,-0.5769424558130369,-0.7450217157836798
0.14797197515363258,0.06242537906890577,-0.0010091395626914898,-0.9181070946778354,-0.9203327344951209,-0.5946587952291451,-0.7695074425805095,0.1465774699527812,0.062237504233375325,-0.00039666474000000005,-0.9117595610698005,-0.912698551348966,-0.5769424558130369,-0.7450217157836798
0.14802490886845399,0.06235597107151625,-0.000996780792013709,-0.9187746154619152,-0.9210839234417652,-0.5948467846619456,-0.7699760730025482,0.1465774699527812,0.062237504233375325,-0.00039666474000000005,-0.911491278132896,-0.912698551348966,-0.5769424558130369,-0.7450217157836798
0.14797197515363258,0.06239067507021101,-0.0010009003822396348,-0.9183931750138692,-0.922304605480063,-0.5958807265423478,-0.7710070599310335,0.1465774699527812,0.062237504233375325,-0.00039666474000000005,-0.9112229951959916,-0.912698551348966,-0.5769424558130369,-0.7450217157836798
0.14797197515363258,0.06239067507021101,-0.0010091395626914898,-0.9185838952378926,-0.9215534165334187,-0.5954107529603467,-0.7708196077622178,0.14656974721990698,0.062245226966249546,-0.00039666474000000005,-0.9109547122590871,-0.912698551348966,-0.5769424558130369,-0.7450217157836798
0.14818371001291952,0.06239067507021101,-0.000996780792013709,-0.9183931750138692,-0.9212717206784271,-0.5955047476767468,-0.7706321555934026,0.1465774699527812,0.062245226966249546,-0.00039666474000000005,-0.9109547122590871,-0.9125644098805139,-0.5769424558130369,-0.7450217157836798
0.14781317400916683,0.06246008306760076,-0.0009926612017877815,-0.9183931750138692,-0.9206144303501125,-0.5945648005127446,-0.7696011686649173,0.14658519268565542,0.062245226966249546,-0.00039666474000000005,-0.9109547122590871,-0.9125644098805139,-0.5769424558130369,-0.7450217157836798
0.14797197515363258,0.06242537906890577,-0.001005019972465564,-0.9182978149018588,-0.9201449372584598,-0.594188821647144,-0.7690388121584704,0.1465774699527812,0.062252949699123775,-0.00039666474000000005,-0.9109547122590871,-0.9125644098805139,-0.5769424558130369,-0.7450217157836798
0.14797197515363258,0.06246008306760076,-0.000996780792013709,-0.9182978149018588,-0.9208022275867735,-0.5949407793783461,-0.7696948947493252,0.1465774699527812,0.062245226966249546,-0.00039666474000000005,-0.9109547122590871,-0.9125644098805139,-0.5769424558130369,-0.7450217157836798
0.14807784258327583,0.06246008306760076,-0.000988541611561854,-0.9186792553499039,-0.9217412137700798,-0.5956927371095477,-0.7708196077622178,0.1465774699527812,0.062245226966249546,-0.00039666474000000005,-0.9109547122590871,-0.9125644098805139,-0.5769424558130369,-0.7450217157836798
0.14802490886845399,0.0624947870662953,-0.001005019972465564,-0.9182978149018588,-0.9210839234417652,-0.5951287688111462,-0.770069799086956,0.14656974721990698,0.062245226966249546,-0.00039666474000000005,-0.9109547122590871,-0.9125644098805139,-0.5769424558130369,-0.7450217157836798
0.14802490886845399,0.06239067507021101,-0.001005019972465564,-0.9186792553499039,-0.9204266331134514,-0.5942828163635445,-0.7694137164961021,0.14656202448703273,0.062245226966249546,-0.00039666474000000005,-0.9109547122590871,-0.9125644098805139,-0.5768083143445847,-0.7450217157836798
0.14807784258327583,0.06242537906890577,-0.000996780792013709,-0.9182978149018588,-0.9213656192967576,-0.5951287688111462,-0.7701635251713639,0.14656974721990698,0.062245226966249546,-0.00039666474000000005,-0.9109547122590871,-0.9125644098805139,-0.5768083143445847,-0.7450217157836798
0.14802490886845399,0.06242537906890577,-0.0009926612017877815,-0.9185838952378926,-0.9206144303501125,-0.5945648005127446,-0.7695074425805095,0.1465774699527812,0.062245226966249546,-0.00039666474000000005,-0.9109547122590871,-0.9125644098805139,-0.5768083143445847,-0.7450217157836798
0.14791904143881074,0.06239067507021101,-0.0010009003822396348,-0.9184885351258814,-0.9202388358767903,-0.5943768110799446,-0.7693199904116943,0.1465774699527812,0.062237504233375325,-0.00039666474000000005,-0.9109547122590871,-0.9125644098805139,-0.5768083143445847,-0.7448875743152276
0.14791904143881074,0.06242537906890577,-0.000996780792013709,-0.9184885351258814,-0.9203327344951209,-0.5940948269307444,-0.7694137164961021,0.1465774699527812,0.062237504233375325,-0.00039666474000000005,-0.9109547122590871,-0.9125644098805139,-0.5768083143445847,-0.7448875743152276
0.14797197515363258,0.06242537906890577,-0.0009926612017877815,-0.9185838952378926,-0.9209900248234346,-0.5948467846619456,-0.769788620833733,0.14656974721990698,0.062245226966249546,-0.00039666474000000005,-0.9109547122590871,-0.9125644098805139,-0.5768083143445847,-0.7448875743152276
0.14802490886845399,0.06246008306760076,-0.0010009003822396348,-0.9183931750138692,-0.9215534165334187,-0.5955047476767468,-0.7705384295089948,0.14656202448703273,0.062245226966249546,-0.00039666474000000005,-0.9109547122590871,-0.9125644098805139,-0.5768083143445847,-0.7448875743152276
0.14807784258327583,0.06246008306760076,-0.0009926612017877815,-0.9183931750138692,-0.920896126205105,-0.5949407793783461,-0.7698823469181404,0.14656974721990698,0.062252949699123775,-0.00039666474000000005,-0.9109547122590871,-0.9125644098805139,-0.5768083143445847,-0.7448875743152276
0.14807784258327583,0.06242537906890577,-0.000996780792013709,-0.9182978149018588,-0.9216473151517492,-0.5953167582439467,-0.7705384295089948,0.14656974721990698,0.062252949699123775,-0.00039666474000000005,-0.9109547122590871,-0.9125644098805139,-0.5768083143445847,-0.7448875743152276
0.14797197515363258,0.0624947870662953,-0.0009926612017877815,-0.9182978149018588,-0.9219290110067409,-0.5957867318259482,-0.7708196077622178,0.14656974721990698,0.062252949699123775,-0.00039666474000000005,-0.9109547122590871,-0.9125644098805139,-0.5768083143445847,-0.7448875743152276
0.14786610772398867,0.06246008306760076,-0.0010009003822396348,-0.9184885351258814,-0.9209900248234346,-0.5947527899455456,-0.770069799086956,0.1465774699527812,0.062252949699123775,-0.00039666474000000005,-0.9109547122590871,-0.9124302684120617,-0.5766741728761324,-0.7448875743152276
0.14786610772398867,0.06246008306760076,-0.000996780792013709,-0.9184885351258814,-0.9215534165334187,-0.5954107529603467,-0.7705384295089948,0.1465774699527812,0.062252949699123775,-0.00039666474000000005,-0.9109547122590871,-0.9124302684120617,-0.5766741728761324,-0.7448875743152276
0.14797197515363258,0.0624947870662953,-0.000996780792013709,-0.9183931750138692,-0.9208022275867735,-0.5945648005127446,-0.7698823469181404,0.1465774699527812,0.062252949699123775,-0.00039666474000000005,-0.9109547122590871,-0.9124302684120617,-0.5766741728761324,-0.7448875743152276
0.14786610772398867,0.0624947870662953,-0.001005019972465564,-0.9182978149018588,-0.9211778220600966,-0.5951287688111462,-0.7703509773401791,0.1465774699527812,0.062252949699123775,-0.00039666474000000005,-0.9109547122590871,-0.9124302684120617,-0.5766741728761324,-0.7448875743152276
0.14786610772398867,0.06239067507021101,-0.0009926612017877815,-0.9183931750138692,-0.9208022275867735,-0.5947527899455456,-0.769788620833733,0.1465774699527812,0.062252949699123775,-0.00039666474000000005,-0.9109547122590871,-0.9124302684120617,-0.5766741728761324,-0.7448875743152276
0.14786610772398867,0.06235597107151625,-0.000988541611561854,-0.9185838952378926,-0.9206144303501125,-0.5945648005127446,-0.7692262643272865,0.14656974721990698,0.062252949699123775,-0.00039666474000000005,-0.9109547122590871,-0.9124302684120617,-0.5766741728761324,-0.7448875743152276
0.14797197515363258,0.06235597107151625,-0.0010009003822396348,-0.9185838952378926,-0.9209900248234346,-0.5949407793783461,-0.770069799086956,0.14656974721990698,0.062252949699123775,-0.00039666474000000005,-0.9109547122590871,-0.9124302684120617,-0.5766741728761324,-0.7448875743152276
0.14802490886845399,0.0624947870662953,-0.0010009003822396348,-0.9182978149018588,-0.9209900248234346,-0.5949407793783461,-0.770069799086956,0.1465774699527812,0.062245226966249546,-0.00039666474000000005,-0.9109547122590871,-0.9124302684120617,-0.5766741728761324,-0.7448875743152276
0.14797197515363258,0.06242537906890577,-0.001005019972465564,-0.9185838952378926,-0.9205205317317819,-0.594188821647144,-0.7694137164961021,0.1465774699527812,0.062245226966249546,-0.00039666474000000005,-0.9109547122590871,-0.9124302684120617,-0.5766741728761324,-0.7447534328467754
0.14786610772398867,0.06246008306760076,-0.0010009003822396348,-0.9182978149018588,-0.9213656192967576,-0.5951287688111462,-0.7701635251713639,0.1465774699527812,0.062245226966249546,-0.00039666474000000005,-0.9109547122590871,-0.9124302684120617,-0.5766741728761324,-0.7447534328467754
0.14786610772398867,0.06235597107151625,-0.0009926612017877815,-0.9183931750138692,-0.9210839234417652,-0.5949407793783461,-0.770069799086956,0.14656974721990698,0.062245226966249546,-0.00039666474000000005,-0.9109547122590871,-0.9124302684120617,-0.5766741728761324,-0.7447534328467754
0.14797197515363258,0.06246008306760076,-0.000996780792013709,-0.9182978149018588,-0.9201449372584598,-0.5938128427815434,-0.7690388121584704,0.1465774699527812,0.062237504233375325,-0.00039666474000000005,-0.9108205707906348,-0.9124302684120617,-0.5766741728761324,-0.7447534328467754
0.14797197515363258,0.06242537906890577,-0.0009926612017877815,-0.9183931750138692,-0.9206144303501125,-0.594188821647144,-0.7694137164961021,0.1465774699527812,0.062237504233375325,-0.00039666474000000005,-0.9108205707906348,-0.9122961269436094,-0.5766741728761324,-0.7447534328467754
0.14791904143881074,0.06242537906890577,-0.0009926612017877815,-0.9182978149018588,-0.9212717206784271,-0.5953167582439467,-0.7703509773401791,0.1465774699527812,0.062245226966249546,-0.00039666474000000005,-0.9108205707906348,-0.9122961269436094,-0.5766741728761324,-0.7447534328467754
0.14786610772398867,0.06246008306760076,-0.0009926612017877815,-0.9185838952378926,-0.9210839234417652,-0.5949407793783461,-0.770069799086956,0.14656974721990698,0.062245226966249546,-0.00039666474000000005,-0.9108205707906348,-0.9122961269436094,-0.5766741728761324,-0.7447534328467754
0.14797197515363258,0.06239067507021101,-0.0009926612017877815,-0.9185838952378926,-0.920896126205105,-0.5945648005127446,-0.7696948947493252,0.14656974721990698,0.062245226966249546,-0.00039666474000000005,-0.9108205707906348,-0.9122961269436094,-0.5765400314076802,-0.7447534328467754
0.14807784258327583,0.06246008306760076,-0.000988541611561854,-0.9183931750138692,-0.9209900248234346,-0.5945648005127446,-0.770069799086956,0.1465774699527812,0.062245226966249546,-0.00039666474000000005,-0.9108205707906348,-0.9122961269436094,-0.5765400314076802,-0.7447534328467754
0.14807784258327583,0.06246008306760076,-0.0010091395626914898,-0.9183931750138692,-0.9213656192967576,-0.5951287688111462,-0.7704447034245869,0.14656974721990698,0.062245226966249546,-0.00039666474000000005,-0.9108205707906348,-0.9122961269436094,-0.5765400314076802,-0.7447534328467754
0.14786610772398867,0.06242537906890577,-0.001005019972465564,-0.9185838952378926,-0.9206144303501125,-0.594470805796345,-0.7696011686649173,0.14656974721990698,0.062252949699123775,-0.00039666474000000005,-0.9108205707906348,-0.9122961269436094,-0.5765400314076802,-0.7447534328467754
0.14802490886845399,0.06246008306760076,-0.0009926612017877815,-0.9185838952378926,-0.9211778220600966,-0.5948467846619456,-0.7701635251713639,0.14656202448703273,0.062252949699123775,-0.00039666474000000005,-0.9108205707906348,-0.9122961269436094,-0.5765400314076802,-0.7447534328467754
0.14791904143881074,0.06239067507021101,-0.0009926612017877815,-0.9185838952378926,-0.9212717206784271,-0.5953167582439467,-0.7704447034245869,0.14656974721990698,0.062245226966249546,-0.00039666474000000005,-0.9108205707906348,-0.9122961269436094,-0.5765400314076802,-0.7447534328467754
0.14786610772398867,0.06235597107151625,-0.0010009003822396348,-0.9185838952378926,-0.920896126205105,-0.5945648005127446,-0.7696948947493252,0.14656974721990698,0.062245226966249546,-0.00039666474000000005,-0.9108205707906348,-0.9122961269436094,-0.5765400314076802,-0.7447534328467754
0.14791904143881074,0.06242537906890577,-0.000996780792013709,-0.9185838952378926,-0.9208022275867735,-0.5949407793783461,-0.770069799086956,0.14656974721990698,0.062245226966249546,-0.00039666474000000005,-0.9108205707906348,-0.9122961269436094,-0.5765400314076802,-0.7447534328467754
0.14797197515363258,0.06239067507021101,-0.0009926612017877815,-0.9183931750138692,-0.920708328968443,-0.5945648005127446,-0.7696011686649173,0.14656974721990698,0.062245226966249546,-0.00039666474000000005,-0.9108205707906348,-0.9122961269436094,-0.5765400314076802,-0.7447534328467754
0.14797197515363258,0.06242537906890577,-0.0009926612017877815,-0.9182024547898475,-0.9216473151517492,-0.5953167582439467,-0.7708196077622178,0.1465774699527812,0.062245226966249546,-0.00039666474000000005,-0.9106864293221827,-0.9122961269436094,-0.5765400314076802,-0.7447534328467754
0.14797197515363258,0.06239067507021101,-0.001005019972465564,-0.9183931750138692,-0.9208022275867735,-0.594470805796345,-0.7696948947493252,0.1465774699527812,0.062237504233375325,-0.00039666474000000005,-0.9104181463852782,-0.9121619854751571,-0.5765400314076802,-0.7446192913783232
0.14797197515363258,0.06242537906890577,-0.001005019972465564,-0.9181070946778354,-0.9204266331134514,-0.594188821647144,-0.7693199904116943,0.1465774699527812,0.062237504233375325,-0.00039666474000000005,-0.9104181463852782,-0.9121619854751571,-0.5765400314076802,-0.7446192913783232
0.14802490886845399,0.06242537906890577,-0.0010091395626914898,-0.9183931750138692,-0.9217412137700798,-0.5958807265423478,-0.7709133338466256,0.14656974721990698,0.062237504233375325,-0.00039666474000000005,-0.9102840049168259,-0.9121619854751571,-0.5765400314076802,-0.7446192913783232
0.14797197515363258,0.06242537906890577,-0.0010009003822396348,-0.9182978149018588,-0.9206144303501125,-0.594188821647144,-0.7695074425805095,0.14656974721990698,0.062237504233375325,-0.00039666474000000005,-0.9101498634483738,-0.9121619854751571,-0.5765400314076802,-0.7446192913783232
0.14807784258327583,0.0624947870662953,-0.001005019972465564,-0.9182978149018588,-0.9209900248234346,-0.5945648005127446,-0.7696948947493252,0.1465774699527812,0.062245226966249546,-0.00039666474000000005,-0.9101498634483738,-0.9121619854751571,-0.576405889939228,-0.7446192913783232
0.14807784258327583,0.0624947870662953,-0.0009926612017877815,-0.9182978149018588,-0.9215534165334187,-0.5954107529603467,-0.7706321555934026,0.1465774699527812,0.062245226966249546,-0.00039666474000000005,-0.9101498634483738,-0.9121619854751571,-0.576405889939228,-0.7446192913783232
0.14802490886845399,0.06246008306760076,-0.0010009003822396348,-0.9182024547898475,-0.9213656192967576,-0.5947527899455456,-0.7701635251713639,0.1465774699527812,0.062245226966249546,-0.00039666474000000005,-0.9101498634483738,-0.9121619854751571,-0.576405889939228,-0.7446192913783232
0.14797197515363258,0.06242537906890577,-0.000996780792013709,-0.9182978149018588,-0.9217412137700798,-0.5955047476767468,-0.7706321555934026,0.1465774699527812,0.062252949699123775,-0.00039666474000000005,-0.9101498634483738,-0.9121619854751571,-0.576405889939228,-0.7446192913783232
0.14802490886845399,0.06242537906890577,-0.000988541611561854,-0.9182978149018588,-0.9213656192967576,-0.5952227635275467,-0.7704447034245869,0.1465774699527812,0.062252949699123775,-0.00039666474000000005,-0.9101498634483738,-0.9121619854751571,-0.576405889939228,-0.7446192913783232
0.14802490886845399,0.06242537906890577,-0.000996780792013709,-0.9182024547898475,-0.920708328968443,-0.594188821647144,-0.7696948947493252,0.1465774699527812,0.062252949699123775,-0.00039666474000000005,-0.9101498634483738,-0.9121619854751571,-0.576405889939228,-0.7446192913783232
0.14791904143881074,0.06242537906890577,-0.0009926612017877815,-0.9184885351258814,-0.9215534165334187,-0.5951287688111462,-0.7704447034245869,0.1465774699527812,0.062252949699123775,-0.00039666474000000005,-0.9101498634483738,-0.9121619854751571,-0.576405889939228,-0.7446192913783232
0.14791904143881074,0.06239067507021101,-0.0009926612017877815,-0.9184885351258814,-0.9208022275867735,-0.5943768110799446,-0.769788620833733,0.14656974721990698,0.062252949699123775,-0.00039666474000000005,-0.9101498634483738,-0.9121619854751571,-0.576405889939228,-0.7446192913783232
0.14791904143881074,0.06242537906890577,-0.0009926612017877815,-0.9183931750138692,-0.9206144303501125,-0.5942828163635445,-0.7694137164961021,0.14656974721990698,0.062245226966249546,-0.00039666474000000005,-0.9101498634483738,-0.9121619854751571,-0.576405889939228,-0.7446192913783232
0.14802490886845399,0.0624947870662953,-0.0010009003822396348,-0.9184885351258814,-0.9213656192967576,-0.5952227635275467,-0.7704447034245869,0.1465774699527812,0.062245226966249546,-0.00039666474000000005,-0.9101498634483738,-0.9121619854751571,-0.576405889939228,-0.7446192913783232
0.14802490886845399,0.06239067507021101,-0.0009926612017877815,-0.9185838952378926,-0.9211778220600966,-0.5947527899455456,-0.7699760730025482,0.1465774699527812,0.062245226966249546,-0.00039666474000000005,-0.9101498634483738,-0.9121619854751571,-0.576405889939228,-0.7446192913783232
0.14797197515363258,0.06242537906890577,-0.000996780792013709,-0.9182978149018588,-0.9221168082434028,-0.5956927371095477,-0.7708196077622178,0.1465774699527812,0.062245226966249546,-0.00039666474000000005,-0.9101498634483738,-0.9121619854751571,-0.576405889939228,-0.7446192913783232
0.14797197515363258,0.06239067507021101,-0.0009844220213359265,-0.9185838952378926,-0.9209900248234346,-0.5947527899455456,-0.770069799086956,0.1465774699527812,0.062237504233375325,-0.00039666474000000005,-0.9101498634483738,-0.9121619854751571,-0.576405889939228,-0.7444851499098709
0.14797197515363258,0.06242537906890577,-0.000996780792013709,-0.9184885351258814,-0.9211778220600966,-0.5949407793783461,-0.769788620833733,0.14656974721990698,0.062237504233375325,-0.00039666474000000005,-0.9101498634483738,-0.9120278440067049,-0.576405889939228,-0.7444851499098709
0.14797197515363258,0.06235597107151625,-0.000988541611561854,-0.9185838952378926,-0.9211778220600966,-0.5950347740947457,-0.7701635251713639,0.14656974721990698,0.062237504233375325,-0.00039666474000000005,-0.9101498634483738,-0.9118937025382527,-0.576405889939228,-0.7444851499098709
0.14802490886845399,0.06242537906890577,-0.0009926612017877815,-0.9182978149018588,-0.9213656192967576,-0.5950347740947457,-0.7702572512557713,0.14656974721990698,0.062237504233375325,-0.00039666474000000005,-0.9101498634483738,-0.9117595610698005,-0.576405889939228,-0.7444851499098709
0.14797197515363258,0.06235597107151625,-0.0009926612017877815,-0.9187746154619152,-0.9206144303501125,-0.5943768110799446,-0.769788620833733,0.1465774699527812,0.062237504233375325,-0.00039666474000000005,-0.9101498634483738,-0.9116254196013482,-0.576405889939228,-0.7444851499098709
0.14797197515363258,0.06252949106499006,-0.000996780792013709,-0.9182978149018588,-0.9211778220600966,-0.5947527899455456,-0.770069799086956,0.1465774699527812,0.062245226966249546,-0.00039666474000000005,-0.9101498634483738,-0.9116254196013482,-0.576405889939228,-0.7444851499098709
0.14802490886845399,0.06246008306760076,-0.000996780792013709,-0.9185838952378926,-0.9208022275867735,-0.5942828163635445,-0.7694137164961021,0.1465774699527812,0.062245226966249546,-0.00039666474000000005,-0.9101498634483738,-0.9116254196013482,-0.5762717484707758,-0.7444851499098709
0.14802490886845399,0.06252949106499006,-0.0009926612017877815,-0.9182024547898475,-0.9211778220600966,-0.5947527899455456,-0.7702572512557713,0.1465774699527812,0.062252949699123775,-0.00039666474000000005,-0.9101498634483738,-0.9116254196013482,-0.5762717484707758,-0.7443510084414187
0.14786610772398867,0.0624947870662953,-0.0010009003822396348,-0.9182978149018588,-0.9205205317317819,-0.5943768110799446,-0.7696011686649173,0.14656974721990698,0.062252949699123775,-0.00039666474000000005,-0.9101498634483738,-0.9116254196013482,-0.5761376070023235,-0.7443510084414187
0.14797197515363258,0.06246008306760076,-0.0009926612017877815,-0.9183931750138692,-0.9212717206784271,-0.5947527899455456,-0.770069799086956,0.1465774699527812,0.062252949699123775,-0.00039666474000000005,-0.9101498634483738,-0.9116254196013482,-0.5761376070023235,-0.7443510084414187
0.14797197515363258,0.06242537906890577,-0.0009926612017877815,-0.9182024547898475,-0.9209900248234346,-0.5948467846619456,-0.7698823469181404,0.1465774699527812,0.062252949699123775,-0.00039666474000000005,-0.9101498634483738,-0.9116254196013482,-0.5761376070023235,-0.7443510084414187
0.14802490886845399,0.0624947870662953,-0.0009926612017877815,-0.9182024547898475,-0.9215534165334187,-0.5951287688111462,-0.7701635251713639,0.1465774699527812,0.062252949699123775,-0.00039666474000000005,-0.9101498634483738,-0.9116254196013482,-0.5761376070023235,-0.7443510084414187
0.14802490886845399,0.06246008306760076,-0.0009926612017877815,-0.9182978149018588,-0.9204266331134514,-0.5939068374979435,-0.7694137164961021,0.1465774699527812,0.062252949699123775,-0.00039666474000000005,-0.9101498634483738,-0.9116254196013482,-0.5761376070023235,-0.7443510084414187
0.14797197515363258,0.06235597107151625,-0.000996780792013709,-0.9184885351258814,-0.9211778220600966,-0.5950347740947457,-0.7703509773401791,0.14656974721990698,0.062245226966249546,-0.00039666474000000005,-0.9101498634483738,-0.9116254196013482,-0.5761376070023235,-0.7443510084414187
